,Unnamed: 0,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
2291,2291,Howard Mitchell (Earth-616),Secret Identity,1,Brown Eyes,Grey Hair,Male Characters,Deceased Characters
2293,2293,Boris (Latverian) (Earth-616),No Dual Identity,0,,Grey Hair,Male Characters,Living Characters
2295,2295,Haag (Asgardian) (Earth-616),,1,,,Female Characters,Living Characters
2296,2296,Naga (Earth-616),Public Identity,1,Green Eyes,No Hair,Male Characters,Living Characters
2297,2297,Tanya Anderssen (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
2298,2298,Joshua Link (Earth-616),Secret Identity,1,Blue Eyes,White Hair,Male Characters,Deceased Characters
2300,2300,Jason Kimball (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Living Characters
2301,2301,Lou-Ann Savannah (Earth-616),Public Identity,0,,Black Hair,Female Characters,Living Characters
2302,2302,Thog (Earth-616),Secret Identity,1,Yellow Eyes,Bald,Male Characters,Living Characters
2303,2303,Thomas J. Roberts (Earth-616),No Dual Identity,0,,Blond Hair,Male Characters,Living Characters
2304,2304,Drake Shannon (Earth-616),Secret Identity,1,Blue Eyes,White Hair,Male Characters,Deceased Characters
2306,2306,Thomas Stuart (Earth-616),Public Identity,1,Brown Eyes,Blond Hair,Male Characters,Living Characters
2307,2307,Desmond Pitt (Earth-616),Secret Identity,0,Brown Eyes,Bald,Male Characters,Living Characters
2309,2309,Manphibian (Earth-616),Secret Identity,0,Red Eyes,Bald,Male Characters,Living Characters
2311,2311,Harrison Thompson (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
2312,2312,Charles Delazny Jr. (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2313,2313,Impulse (Earth-616),Secret Identity,0,,No Hair,Male Characters,Deceased Characters
2314,2314,Robert Bruce Banner (Eternals Robot) (Earth-616),Public Identity,1,Red Eyes,Black Hair,Male Characters,Deceased Characters
2315,2315,Tefral (Earth-616),Secret Identity,0,,No Hair,Male Characters,Living Characters
2316,2316,Carina Walters (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2317,2317,Don Thomas (Earth-616),Secret Identity,0,Blue Eyes,Red Hair,Male Characters,Deceased Characters
2318,2318,Josie (Earth-616),Public Identity,0,,Blond Hair,Female Characters,Living Characters
2319,2319,Phillip Prometheus (Earth-616),,1,,White Hair,Male Characters,Living Characters
2320,2320,Yi Yang (Earth-616),,1,Green Eyes,Black Hair,Female Characters,Living Characters
2321,2321,Arthur Dearborn (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
2322,2322,Marx (Earth-616),Public Identity,0,,Blond Hair,Male Characters,Living Characters
2323,2323,Craig Sinclair (Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2324,2324,Demon Bear (Earth-616),Secret Identity,1,,Brown Hair,Male Characters,Living Characters
2325,2325,Tick Tock (Earth-616),Secret Identity,1,Brown Eyes,Bald,Male Characters,Deceased Characters
2326,2326,Dragon of the Moon (Earth-616),Secret Identity,1,Variable Eyes,Variable Hair,,Living Characters
2327,2327,Knave (Crazy Gang) (Earth-616),,1,,,Male Characters,Living Characters
2328,2328,Magus (Technarch) (Earth-616),,1,,,Male Characters,Living Characters
2329,2329,AC-DC (Earth-616),Secret Identity,0,Red Eyes,Bald,Male Characters,Living Characters
2330,2330,Beautiful Dreamer (Morlock) (Earth-616),Secret Identity,0,Grey Eyes,Black Hair,Female Characters,Deceased Characters
2331,2331,Interloper (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
2332,2332,Oblivion (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
2333,2333,Randi (Earth-616),Public Identity,0,,,Female Characters,Living Characters
2334,2334,Bird-Brain (Earth-616),No Dual Identity,0,Red Eyes,No Hair,Male Characters,Living Characters
2337,2337,Heidi Franklin (Earth-616),Secret Identity,0,Blue Eyes,Black Hair,Female Characters,Living Characters
2338,2338,Nathan Lemon (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2340,2340,Divad (Earth-616),Secret Identity,0,,Red Hair,Male Characters,Living Characters
2341,2341,Laura Dunham (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2342,2342,Francisco Milan (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Living Characters
2343,2343,Mortigan Goth (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
2344,2344,Seer (Earth-616),Secret Identity,0,,Black Hair,Female Characters,Living Characters
2345,2345,Torbert Octavius (Earth-616),No Dual Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2346,2346,Blackwulf (Lucian) (Earth-616),Secret Identity,0,Red Eyes,White Hair,Male Characters,Living Characters
2347,2347,Hurricane (Dark Riders) (Earth-616),Secret Identity,1,,Brown Hair,Male Characters,Deceased Characters
2348,2348,Loga (Godpack) (Earth-616),Secret Identity,0,Yellow Eyes,Red Hair,Male Characters,Living Characters
2350,2350,Newton Destine (Earth-616),Secret Identity,0,,Brown Hair,Male Characters,Living Characters
2351,2351,Cordelia Frost (Earth-616),Public Identity,0,,Black Hair,Female Characters,Living Characters
2352,2352,Elaine Coll (Earth-616),,1,Green Eyes,Red Hair,Female Characters,Living Characters
2353,2353,Heidi Sladkin (Earth-616),Secret Identity,0,Red Eyes,No Hair,Female Characters,Living Characters
2354,2354,Hemingway (Earth-616),Secret Identity,1,,Bald,Male Characters,Deceased Characters
2355,2355,Sack (Earth-616),Secret Identity,1,,No Hair,Male Characters,Deceased Characters
2356,2356,Simon Trask (Earth-616),Public Identity,1,Blue Eyes,Blond Hair,Male Characters,Living Characters
2357,2357,Gloria Mu\u00f1oz (Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Female Characters,Deceased Characters
2358,2358,Deuce (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
2359,2359,Shantal Wilsk (Earth-616),Public Identity,0,,Black Hair,Female Characters,Living Characters
2360,2360,Strider (Earth-616),,0,Black Eyes,White Hair,Male Characters,Living Characters
2361,2361,Ursula (Earth-616),Secret Identity,0,,Brown Hair,Female Characters,Deceased Characters
2362,2362,Aiko Miyazaki (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2364,2364,Angela Lipscombe (Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2365,2365,Molly von Richthofen (Earth-616),Public Identity,0,,Brown Hair,Female Characters,Living Characters
2366,2366,Nina Smith (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
2367,2367,Sarah Stacy (Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2368,2368,Tatiana Caban (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
2370,2370,Ethan Edwards (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
2371,2371,Captain (Nextwave) (Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
2372,2372,Consultant (Earth-616),Secret Identity,1,Black Eyes,No Hair,Male Characters,Living Characters
2373,2373,Miriam Sharpe (Earth-616),Public Identity,0,,Brown Hair,Female Characters,Living Characters
2374,2374,Rob (Earth-616),,0,,Brown Hair,Male Characters,Living Characters
2375,2375,Bev Sykes (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
2378,2378,Michael van Patrick (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
2379,2379,Orson Randall (Earth-616),Secret Identity,0,Grey Eyes,Brown Hair,Male Characters,Deceased Characters
2380,2380,Pagon (Earth-616),Secret Identity,1,Green Eyes,Black Hair,Male Characters,Deceased Characters
2383,2383,Sadie Sinclair (Earth-616),Public Identity,0,Blue Eyes,Black Hair,Female Characters,Living Characters
2384,2384,Vengeance (Kowalski) (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
2385,2385,Betty Swanson (Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Female Characters,Living Characters
2386,2386,Christopher Colchiss (Earth-616),Secret Identity,1,Blue Eyes,Brown Hair,Male Characters,Living Characters
2387,2387,Lisa Molinari (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
2388,2388,Shir Ydrn Talonis (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
2389,2389,Sylvie Lushton (Earth-616),Secret Identity,1,Brown Eyes,Blond Hair,Female Characters,Living Characters
2390,2390,Lady Stilt-Man (Earth-616),Secret Identity,1,,Red Hair,Female Characters,Living Characters
2391,2391,Onomi Whitemane (Earth-616),Secret Identity,0,Red Eyes,White Hair,Female Characters,Living Characters
2392,2392,Wilhelmina Kensington (Earth-616),Public Identity,1,Blue Eyes,Blond Hair,Female Characters,Living Characters
2393,2393,Annabelle Adams (Earth-616),No Dual Identity,0,Green Eyes,Red Hair,Female Characters,Living Characters
2394,2394,Donald Meland (Earth-616),No Dual Identity,0,Hazel Eyes,Reddish Blond Hair,Male Characters,Living Characters
2395,2395,Katherine Kiernan (Earth-616),Public Identity,0,Brown Eyes,Blond Hair,Female Characters,Living Characters
2396,2396,Eva Alexander (Earth-616),,0,Brown Eyes,Black Hair,Female Characters,Living Characters
2397,2397,Randall Jessup (Earth-616),Public Identity,0,Brown Eyes,Blond Hair,Male Characters,Living Characters
2398,2398,John Renwick (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
2399,2399,Proxima Midnight (Earth-616),No Dual Identity,1,White Eyes,Blue Hair,Female Characters,Living Characters
2401,2401,Wyatt Earp (Earth-616),No Dual Identity,0,,Black Hair,Male Characters,Deceased Characters
2402,2402,Gorgilla (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
2403,2403,Nikita Khrushchev (Earth-616),Public Identity,1,,Bald,Male Characters,Deceased Characters
2404,2404,Jonathan Juniper (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
2405,2405,Kurt Marko (Earth-616),Public Identity,0,Black Eyes,Black Hair,Male Characters,Deceased Characters
2407,2407,Jack Winters (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2408,2408,Rance Preston (Earth-616),Secret Identity,1,,,Male Characters,Deceased Characters
2409,2409,Zom (Earth-616),Secret Identity,1,Yellow Eyes,Brown Hair,Male Characters,Living Characters
2410,2410,Ikthon (Earth-616),Public Identity,1,,Black Hair,Male Characters,Living Characters
2411,2411,Lawrence Trask (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2412,2412,Mordecai Boggs (Earth-616),No Dual Identity,0,,Bald,Male Characters,Living Characters
2413,2413,Cephalus (Earth-616),Secret Identity,1,Black Eyes,Brown Hair,Male Characters,Living Characters
2415,2415,Doomsday Man (Earth-616),Secret Identity,1,Yellow Eyes,No Hair,Male Characters,Living Characters
2416,2416,Meredith McCall (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Female Characters,Living Characters
2417,2417,Psyklop (Earth-616),Public Identity,0,Red Eyes,No Hair,Male Characters,Living Characters
2418,2418,Thoth-Amon (Earth-616),Public Identity,1,,,Male Characters,Living Characters
2419,2419,Albert Rackham (Earth-616),No Dual Identity,1,Brown Eyes,Black Hair,Male Characters,Deceased Characters
2420,2420,Andrew Kale (Earth-616),,0,,Brown Hair,Male Characters,Deceased Characters
2424,2424,Joanne Tumolo (Earth-616),Secret Identity,0,,Grey Hair,Female Characters,Living Characters
2425,2425,Mercurio (Earth-616),Public Identity,1,White Eyes,No Hair,Male Characters,Living Characters
2427,2427,Harlan Krueger (Earth-616),Secret Identity,1,Blue Eyes,Bald,Male Characters,Deceased Characters
2428,2428,Imus Champion (Earth-616),Public Identity,1,Blue Eyes,Black Hair,Male Characters,Living Characters
2429,2429,Kristine Saunders (Earth-616),,0,,Blond Hair,Female Characters,Living Characters
2430,2430,Marie Laveau (Earth-616),Secret Identity,1,Blue Eyes,Black Hair,Female Characters,Living Characters
2431,2431,Sam Silvercloud (Earth-616),Public Identity,1,,Black Hair,Male Characters,Living Characters
2432,2432,Hydron (Elementals) (Earth-616),No Dual Identity,1,,,Male Characters,Living Characters
2434,2434,Arnold Astrovik (Earth-616),No Dual Identity,0,Hazel Eyes,Brown Hair,Male Characters,Deceased Characters
2435,2435,James Petrie (Earth-616),Public Identity,0,,White Hair,Male Characters,Living Characters
2436,2436,Christopher Thorn (Earth-616),Secret Identity,1,Blue Eyes,White Hair,Male Characters,Living Characters
2437,2437,Michael Burley (Earth-616),Public Identity,1,,Black Hair,Male Characters,Living Characters
2438,2438,Paul Same (Earth-616),,0,,Brown Hair,Male Characters,Living Characters
2439,2439,Andreas Zorba (Earth-616),Secret Identity,1,,Black Hair,Male Characters,Deceased Characters
2440,2440,Blaze Kendall (Earth-616),No Dual Identity,0,,Black Hair,Female Characters,Living Characters
2441,2441,Bram Velsing (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
2442,2442,Daniel Jones (Torpedo) (Earth-616),,0,,Blond Hair,Male Characters,Living Characters
2443,2443,Eugene Stivak (Earth-616),,1,,Bald,Male Characters,Living Characters
2444,2444,Magique (Earth-616),Secret Identity,0,Purple Eyes,White Hair,Female Characters,Deceased Characters
2445,2445,Nicholas Scratch (Earth-616),Public Identity,0,Blue Eyes,Black Hair,Male Characters,Living Characters
2446,2446,Ted Locke (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
2447,2447,Tracy Burke (Earth-616),Public Identity,0,Hazel Eyes,Grey Hair,Female Characters,Living Characters
2448,2448,Winda Wester (Earth-616),,0,,Brown Hair,Female Characters,Living Characters
2449,2449,Harris Moore (Earth-616),Secret Identity,0,Blue Eyes,Grey Hair,Male Characters,Deceased Characters
2450,2450,Holly Gillis (Earth-616),,0,,,Female Characters,Living Characters
2451,2451,Miles Warren (Clone) (Earth-616),Secret Identity,1,Yellow Eyes,No Hair,Male Characters,Deceased Characters
2452,2452,Achille DiBacco (Earth-616),Secret Identity,1,,,Male Characters,Deceased Characters
2453,2453,Frederick Sloan (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,Living Characters
2454,2454,Niamh Chinn Oir (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2455,2455,Fahnbullah Eddy (Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Female Characters,Living Characters
2456,2456,Theresa Pryde (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
2459,2459,Landra (Earth-616),Public Identity,0,,,Female Characters,Living Characters
2461,2461,Roger Hochberg (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
2462,2462,Sarah Rogers (Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
2463,2463,Scarlet Fasinera (Earth-616),Secret Identity,1,Blue Eyes,Red Hair,Female Characters,Living Characters
2464,2464,Kenneth Barnett (Earth-616),,0,,,Male Characters,Living Characters
2465,2465,Oliver Osnick (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
2466,2466,Alec Thorne (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2467,2467,Donald Menken (Earth-616),No Dual Identity,0,,Blond Hair,Male Characters,Living Characters
2468,2468,Wraarl (Earth-616),Secret Identity,1,Red Eyes,No Hair,Male Characters,Living Characters
2469,2469,Vidar Odinson (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
2470,2470,Fern (Earth-616),Secret Identity,0,,,Female Characters,Living Characters
2471,2471,Lump (Warpies) (Earth-616),Secret Identity,0,,No Hair,Male Characters,Living Characters
2472,2472,Michael (RCX agent) (Earth-616),Secret Identity,0,,Blond Hair,Male Characters,Living Characters
2473,2473,Solitaire (Microverse) (Earth-616),Secret Identity,0,,,Female Characters,Living Characters
2475,2475,Max (Fortisquian) (Earth-616),Secret Identity,0,,Black Hair,Male Characters,Living Characters
2476,2476,Evan Swann (Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
2478,2478,Michael Janes (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
2479,2479,Gilbert Vaughn (Earth-616),Public Identity,0,,Blond Hair,Male Characters,Deceased Characters
2481,2481,Number Nine (Earth-616),,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2482,2482,Prince Baran (Earth-616),Public Identity,1,,Black Hair,Male Characters,Living Characters
2483,2483,Ed Marrero (Earth-616),Public Identity,0,,Black Hair,Male Characters,Living Characters
2484,2484,John Kelly (Earth-616),Secret Identity,0,Red Eyes,Blond Hair,Male Characters,Deceased Characters
2485,2485,Kearson DeWitt (Earth-616),,1,Brown Eyes,Black Hair,Male Characters,Living Characters
2486,2486,Nobilus (Earth-616),Secret Identity,0,Blue Eyes,Black Hair,Male Characters,Living Characters
2487,2487,Barrage (Earth-616),,1,,Purple Hair,Male Characters,Deceased Characters
2488,2488,Tusk (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
2489,2489,Che (Earth-616),Secret Identity,0,White Eyes,White Hair,Male Characters,Living Characters
2490,2490,Eileen Harsaw (Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Female Characters,Living Characters
2491,2491,James Lucas (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
2492,2492,Lorna Kleinfeldt (Earth-616),Public Identity,0,,Grey Hair,Female Characters,Living Characters
2493,2493,Lucia Callasantos (Earth-616),Secret Identity,0,Yellow Eyes,Red Hair,Female Characters,Living Characters
2494,2494,Nakota (Earth-616),,1,Green Eyes,Black Hair,,Living Characters
2495,2495,Taylor Blackwell (Earth-616),,1,,Brown Hair,Male Characters,Deceased Characters
2496,2496,Agony (Symbiote) (Earth-616),,0,White Eyes,Bald,Agender Characters,Living Characters
2497,2497,Lasher (Symbiote) (Earth-616),Secret Identity,0,White Eyes,Bald,Agender Characters,Living Characters
2498,2498,Lynx (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
2499,2499,Phage (Symbiote) (Earth-616),,0,White Eyes,Bald,Agender Characters,Living Characters
2500,2500,Riot (Symbiote) (Earth-616),,0,White Eyes,Bald,Agender Characters,Living Characters
2501,2501,Sister Nil (Earth-616),,1,Black Eyes,Black Hair,Female Characters,Living Characters
2502,2502,Tyrant (Earth-616),Secret Identity,1,Red Eyes,No Hair,Male Characters,Deceased Characters
2503,2503,Cody Fleischer (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
2504,2504,Philip Sheldon (Earth-616),,0,Green Eyes,Grey Hair,Male Characters,Deceased Characters
2505,2505,Elizabeth Tyne (Earth-616),,0,Blue Eyes,Red Hair,Female Characters,Living Characters
2506,2506,Rafael Carago (Earth-616),Secret Identity,0,White Eyes,Black Hair,Male Characters,Living Characters
2507,2507,Vessel (Earth-616),Secret Identity,1,Red Eyes,Black Hair,Male Characters,Deceased Characters
2508,2508,Bob Stirrat (Earth-616),,0,,,Male Characters,Living Characters
2509,2509,Steele Fitzpatrick (Earth-616),Secret Identity,0,,Bald,Male Characters,Living Characters
2510,2510,Amanda Fairmont (Earth-616),No Dual Identity,0,Brown Eyes,Brown Hair,Female Characters,Living Characters
2511,2511,Gaia (Earth-616),Secret Identity,0,Blue Eyes,Pink Hair,Female Characters,Living Characters
2512,2512,Leiko Tanaka (Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Female Characters,Living Characters
2513,2513,Ness (Earth-616),Secret Identity,0,Yellow Eyes,White Hair,Male Characters,Living Characters
2514,2514,Alda Huxley (Earth-616),No Dual Identity,0,,Blond Hair,Female Characters,Living Characters
2515,2515,Gloria Dayne (Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2516,2516,Manuel Vicente (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
2517,2517,Gordon Thomas (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
2519,2519,Ellie Phimister (Earth-616),Secret Identity,0,Black Eyes,Black Hair,Female Characters,Deceased Characters
2520,2520,William Lamont (Earth-616),Public Identity,0,Blue Eyes,White Hair,Male Characters,Living Characters
2521,2521,Alex Anderson (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
2522,2522,Faith Shabazz (Earth-616),Public Identity,0,Brown Eyes,Grey Hair,Female Characters,Living Characters
2523,2523,Gennady Gavrilov (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
2524,2524,Jessie (Sentinel) (Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Female Characters,Living Characters
2525,2525,John Anderson (Earth-616),Public Identity,0,Brown Eyes,Blond Hair,Male Characters,Living Characters
2526,2526,Amelia Weatherly (Earth-616),Secret Identity,0,Green Eyes,Strawberry Blond Hair,Female Characters,Deceased Characters
2527,2527,Holden Holliway (Earth-616),Public Identity,0,Blue Eyes,Grey Hair,Male Characters,Living Characters
2528,2528,Rutherford Princeton III (Earth-616),Secret Identity,0,Brown Eyes,White Hair,Male Characters,Deceased Characters
2531,2531,Sal Kennedy (Earth-616),Public Identity,0,Blue Eyes,White Hair,Male Characters,Deceased Characters
2532,2532,Zachary Smith Jr. (Earth-616),Secret Identity,0,Hazel Eyes,Black Hair,Male Characters,Deceased Characters
2533,2533,Max Lohmer (Earth-616),,1,Blue Eyes,Blond Hair,Male Characters,Living Characters
2534,2534,Michael van Patrick (Michael) (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
2535,2535,Joaquin Pennysworth (Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
2536,2536,Kyknos (Earth-616),Public Identity,1,Yellow Eyes,No Hair,Male Characters,Deceased Characters
2538,2538,Simone DeSantos (Earth-982),Secret Identity,0,,Blond Hair,Female Characters,Living Characters
2539,2539,William Hollister (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
2540,2540,Daniel DuBois (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
2541,2541,Daniel Whitehall (Earth-616),Secret Identity,1,,Brown Hair,Male Characters,Living Characters
2542,2542,James Natale (Earth-616),Secret Identity,1,Yellow Eyes,Brown Hair,Male Characters,Deceased Characters
2543,2543,Oola Udonta (Earth-616),Secret Identity,0,Blue Eyes,No Hair,Female Characters,Living Characters
2544,2544,Raizo Kodo (Earth-616),Secret Identity,0,Red Eyes,Black Hair,Male Characters,Living Characters
2545,2545,Nara (Earth-616),,0,White Eyes,Black Hair,Female Characters,Deceased Characters
2546,2546,Necromancer (Michael) (Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,Living Characters
2547,2547,Patricia Wolman (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2548,2548,Recorder 451 (Earth-616),Public Identity,1,Red Eyes,No Hair,Agender Characters,Deceased Characters
2549,2549,Perrikus (Earth-616),,1,Red Eyes,,Male Characters,Living Characters
2550,2550,Trajah (Earth-616),No Dual Identity,0,,,Male Characters,Living Characters
2551,2551,Larry Scott (Earth-616),Secret Identity,0,Brown Eyes,Reddish Blond Hair,Male Characters,Living Characters
2552,2552,Witness (WWII) (Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,Living Characters
2553,2553,Doug Johnson (Earth-616),Public Identity,0,,Black Hair,Male Characters,Deceased Characters
2554,2554,Elizabeth II (Earth-616),No Dual Identity,0,Blue Eyes,Grey Hair,Female Characters,Living Characters
2555,2555,Helen (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,Living Characters
2556,2556,Mister Kruger (Earth-616),Public Identity,0,,Brown Hair,Male Characters,Living Characters
2557,2557,Yalu River Rosie (Earth-616),Public Identity,1,,Black Hair,Female Characters,Living Characters
2558,2558,Arrowhead (Earth-616),Secret Identity,0,,Black Hair,Male Characters,Living Characters
2559,2559,Battleship Burke (Earth-616),No Dual Identity,0,,Black Hair,Male Characters,Living Characters
2560,2560,Salty Smith (Earth-616),Public Identity,0,,Blond Hair,Male Characters,Living Characters
2561,2561,Santa Claus (Earth-616),Secret Identity,0,Blue Eyes,White Hair,Male Characters,Living Characters
2563,2563,Yuri Topolov (Earth-616),Secret Identity,0,Blue Eyes,Bald,Male Characters,Deceased Characters
2564,2564,Anton Vanko (Crimson Dynamo) (Earth-616),Secret Identity,0,Brown Eyes,Bald,Male Characters,Deceased Characters
2565,2565,Don Hertz (Earth-616),Secret Identity,1,Blue Eyes,Black Hair,Male Characters,Living Characters
2566,2566,Dreamstalker (Earth-616),,1,Variable Eyes,Black Hair,,Living Characters
2567,2567,Mister Davis (Earth-616),Public Identity,0,,White Hair,Male Characters,Living Characters
2568,2568,Nathan Dolly (Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2569,2569,Orini (Earth-616),No Dual Identity,1,,Bald,Male Characters,Living Characters
2570,2570,Anelle (Earth-616),No Dual Identity,0,Green Eyes,Green Hair,Female Characters,Deceased Characters
2572,2572,Keeper of the Flame (Earth-616),No Dual Identity,1,,,Male Characters,Deceased Characters
2573,2573,Punisher (Cyborg) (Earth-616),,1,,,,Deceased Characters
2574,2574,Rigellian Grand Commissioner (Earth-616),Public Identity,0,,,Male Characters,Living Characters
2575,2575,Clay Riley (Earth-616),Public Identity,1,Grey Eyes,Brown Hair,Male Characters,Deceased Characters
2576,2576,Daniel Damian (Earth-616),No Dual Identity,0,Blue Eyes,Grey Hair,Male Characters,Deceased Characters
2577,2577,Brother Royal (Earth-616),,1,,No Hair,Male Characters,Living Characters
2578,2578,Joseph Stalin (Earth-616),Public Identity,1,Brown Eyes,Grey Hair,Male Characters,Deceased Characters
2579,2579,Joost van Straaten (Earth-616),Public Identity,1,White Eyes,Black Hair,Male Characters,Living Characters
2581,2581,Mordecai Midas (Earth-616),Secret Identity,1,Gold Eyes,Gold Hair,Male Characters,Living Characters
2582,2582,Piper (Savage Land Mutate) (Earth-616),Secret Identity,1,,,Male Characters,Living Characters
2583,2583,Barbara Denton (Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
2584,2584,Frank Oliver (Earth-616),Public Identity,1,Brown Eyes,Blond Hair,Male Characters,Deceased Characters
2585,2585,Jason Roland (Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,Living Characters
2586,2586,Brian Muldoon (Earth-616),Secret Identity,1,Blue Eyes,Brown Hair,Male Characters,Living Characters
2588,2588,William Harper Littlejohn (Earth-616),No Dual Identity,0,,Brown Hair,Male Characters,Living Characters
2589,2589,Ramrod (Cyborg) (Earth-616),,1,Blue Eyes,Brown Hair,Male Characters,Living Characters
2590,2590,Fera (Earth-616),Secret Identity,1,Brown Eyes,Grey Hair,Female Characters,Living Characters
2591,2591,Hellfire (Elementals) (Earth-616),,1,,Black Hair,Male Characters,Living Characters
2592,2592,Lee Wing (Earth-616),Public Identity,0,,,Male Characters,Living Characters
2593,2593,Brynocki (Earth-616),No Dual Identity,1,Black Eyes,Black Hair,Male Characters,Living Characters
2594,2594,Mitchell Tanner (Earth-616),Secret Identity,1,Blue Eyes,Black Hair,Male Characters,Living Characters
2595,2595,Trocero (Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Male Characters,Living Characters
